place,Lat,Long,OverallAverage,September,October,November,December,January,February,March,April
4765,28.54349579,76.97618161,97.06298224,70.6,108.85,151.2941176,145.5,180.1818182,59.36363636,34.42857143,26.28571429
4820,28.80549579,76.97964572,90.43095238,,,173,117,86.28571429,49,77.8,39.5
4824,28.78949579,76.97964572,52,,,,,,,52,
4835,28.74549579,76.97964572,68.91333333,,,130,84.66666667,81.5,,37.4,11
4844,28.70949579,76.97964572,83.16944445,35,,183.75,86.66666667,90.2,,62.4,41
4854,28.66949579,76.97964572,132.6872123,44.59854015,114.0512821,247.1290323,188.2865014,105.1272727,,50.51785714,179.1
4855,28.66549579,76.97964572,134.6180817,52.3125,86.95,189.3076923,177.6382979,177,,,124.5
4856,28.66149579,76.97964572,125.1833333,70,77.6,136,233,167.5,,,67
4861,28.64149579,76.97964572,64,,64,,,,,,
4862,28.63749579,76.97964572,83.5,,83.5,,,,,,
4863,28.63349579,76.97964572,71,,71,,,,,,
4865,28.62549579,76.97964572,119,,55,,,183,,,
4866,28.62149579,76.97964572,60.83333333,,73.5,,,,89,,20
4867,28.61749579,76.97964572,98.13421202,58.57142857,166,157.3888889,,115.3125,69,80,40.66666667
4868,28.61349579,76.97964572,92.31346344,59.15212811,100.4709493,127.3291367,122.9587683,131.9871245,90.42236525,63.50191327,42.68532207
4869,28.60949579,76.97964572,82.76144331,58.02844639,98.847981,109.3139013,105.60625,114.6702128,77.39568345,57.22222222,41.00684932
4875,28.58549579,76.97964572,83.16900432,48,,92.04,198.5454545,77,52,,31.42857143
4876,28.58149579,76.97964572,45.0625,44,,62,,,41.25,,33
4877,28.57749579,76.97964572,35,39,,,,,38,,28
4885,28.54549579,76.97964572,99.65322713,48.6,111.7777778,185.65,149,133.7647059,76.6,52.83333333,39
4940,28.80349579,76.98310982,104.75,,,,115,94.5,,,
4946,28.77949579,76.98310982,50,,,,,,,50,
4964,28.70749579,76.98310982,80.875,,,82,84,104,,53.5,
4972,28.67549579,76.98310982,43,,43,,,,,,
4973,28.67149579,76.98310982,127.9273125,54,117.8888889,168.0666667,180.7166667,190.75,,56.06896552,128
4974,28.66749579,76.98310982,135.3137179,54.5,107.748503,165.875,161.4450867,187,,,
4975,28.66349579,76.98310982,133.7312871,57.42857143,111.5384615,183.8,151.6206897,190,,,108
4976,28.65949579,76.98310982,134.1423395,42.25,99.5,198.1666667,154.6521739,176.1428571,,,
4977,28.65549579,76.98310982,124,,124,,,,,,
4980,28.64349579,76.98310982,201.8,201.8,,,,,,,
4981,28.63949579,76.98310982,131.3678894,75.62962963,126.7234043,141.173913,134.3125,179,,,
4982,28.63549579,76.98310982,114.4988636,82.66666667,139.625,146.0208333,114.1818182,,,90,
4983,28.63149579,76.98310982,94.60064103,69.04166667,122.4615385,117,110.5,,,54,
4984,28.62749579,76.98310982,93.54776557,69.42857143,130.0769231,109.8333333,109.4,,,49,
4985,28.62349579,76.98310982,95.05682958,59.78571429,122.1052632,132.2,110.25,,111,,35
4986,28.61949579,76.98310982,84.81418891,65.8028169,106.5,122.15,110.03125,118.137931,65.76923077,51.6875,38.43478261
4987,28.61549579,76.98310982,87.23400746,59.19426049,91.45234807,114.9153226,126.6620047,120.8235294,81.17008798,60.5007874,43.15371901
4988,28.61149579,76.98310982,86.53293352,65.30204082,91,112.1886792,144.9838188,108.4210526,73.90540541,53.85185185,42.61061947
4989,28.60749579,76.98310982,87.14683271,56.46969697,100.6220472,127.1481481,122.0212766,121.88,71.57894737,52.66666667,44.78787879
4994,28.58749579,76.98310982,39,,,,,,39,,
4996,28.57949579,76.98310982,84.5,,,,,97,72,,
4997,28.57549579,76.98310982,73.5686154,59.64,84.14285714,125.5,92,68.33333333,62.11111111,54.62162162,42.2
5004,28.54749579,76.98310982,99.78881852,95.71428571,113.826087,162.5789474,130,127.3333333,83.6,43.15789474,42.1
5060,28.80549579,76.98657392,76.3,,,72,111,86,,77,35.5
5085,28.70549579,76.98657392,32.33333333,37,,,,,,47,13
5091,28.68149579,76.98657392,57,57,,,,,,,
5092,28.67749579,76.98657392,143.5142826,49.73913043,107.45,198.3333333,196.3502415,169,,54.72727273,229
5093,28.67349579,76.98657392,127.7417593,54.55555556,116.375,159,174.52,,,58,204
5095,28.66549579,76.98657392,46,46,,,,,,,
5096,28.66149579,76.98657392,42.5,,42.5,,,,,,
5097,28.65749579,76.98657392,155.3741013,23.6,80.75,206.6666667,199.875,,118.3529412,,303
5098,28.65349579,76.98657392,107.7780952,52.4,91.8,107,152.1904762,135.5,,,
5100,28.64549579,76.98657392,129.8373016,56.33333333,71.57142857,195,196.4444444,,,,
5101,28.64149579,76.98657392,136.4798872,68.87179487,135.6390728,179.6466667,176.0413223,150.5909091,176.125,,68.44444444
5103,28.63349579,76.98657392,94,,94,,,,,,
5105,28.62549579,76.98657392,73.87499999,53.66666667,126.3333333,101.5,,,,,14
5106,28.62149579,76.98657392,87.79101755,64.58515284,91.19607843,126.4642857,126.9179104,120.1134021,91.33962264,47.25714286,34.45454545
5107,28.61749579,76.98657392,88.32270552,60.98076923,95.34210526,126.5375,115.6229508,121.2096774,84.91358025,66.99044586,34.98461538
5108,28.61349579,76.98657392,83.35806328,60.39558233,94.76519337,103.3470874,114.805169,123.0688976,77.06352459,57.69473684,35.72431507
5109,28.60949579,76.98657392,91.46168727,61.67820774,89.58813109,111.5826331,111.948244,150.7350835,103.6145833,61.55746141,40.98915401
5110,28.60549579,76.98657392,90.06825859,61.64900662,93.49662618,131.6456693,125.6814621,124.9572193,79.1849866,60.35831382,43.57278481
5111,28.60149579,76.98657392,94.41672298,72.76132931,99.88829787,130.2900433,127.1685393,128.1360544,98.91011236,68.19917012,29.98023715
5117,28.57749579,76.98657392,88.47604355,51.6,65.4,156.25,119.75,135.5333333,89.68421053,49.72413793,39.86666667
5124,28.54949579,76.98657392,52.56,,32,,96,64,,40.8,30
5125,28.54549579,76.98657392,93.66050637,73.5,103.9264706,158.5692308,130.2459016,113.9830508,80.35106383,46.33333333,42.375
5126,28.54149579,76.98657392,68.5,84,80,,,,41.5,,
5127,28.53749579,76.98657392,78.98333333,89.75,85,,,,62.2,,
5128,28.53349579,76.98657392,112.9444444,116.1666667,120.3333333,,,,102.3333333,,
5129,28.52949579,76.98657392,100.9583333,114.875,119.2857143,,,,68.71428571,,
5130,28.52549579,76.98657392,83.94444444,80.83333333,109,,,,62,,
5131,28.52149579,76.98657392,70.05765993,84.125,91.13888889,,,,34.90909091,,
5175,28.82349579,76.99003802,41,,,,,,,41,
5180,28.80349579,76.99003802,53.8888889,,,,,100.6666667,,45,16
5196,28.73949579,76.99003802,37,37,,,,,,,
5205,28.70349579,76.99003802,73.8,,,105,89,112,,51,12
5210,28.68349579,76.99003802,39.5,39.5,,,,,,,
5211,28.67949579,76.99003802,127.7346513,52.10526316,168.5,166.9090909,110.3333333,169.5,,49.46153846,177.3333333
5212,28.67549579,76.99003802,45,45,,,,,,,
5217,28.65549579,76.99003802,57.5,,44,,,,,71,
5218,28.65149579,76.99003802,152.3134921,51.83333333,226,127.3333333,146.2142857,164.5,,,198
5219,28.64749579,76.99003802,86.40710456,43.4,55.74262735,105,126.3,131,,57,
5220,28.64349579,76.99003802,118.6261905,32,71.71428571,136.5,174.9166667,,,,178
5225,28.62349579,76.99003802,90.02703364,63.19375,107.5205479,121.3145161,126.3950617,123.3636364,81.92592593,55.35616438,41.14666667
5226,28.61949579,76.99003802,78.2,,99,,,103,,,32.6
5227,28.61549579,76.99003802,72.25,26,115,,,111,,,37
5228,28.61149579,76.99003802,85.35005984,51.77981651,96.23076923,120.0940722,123.1788321,128.1551724,74.29230769,57.82208589,31.24742268
5230,28.60349579,76.99003802,40.5,55,57.5,,,,,,9
5231,28.59949579,76.99003802,90.56684857,72.34328358,100.8291139,122.8942308,130.7259887,118.5394737,82.42105263,55.90069284,40.88095238
5232,28.59549579,76.99003802,89.3343117,67.03426124,90.29673591,115.7970297,123.2727273,108.6031746,86.93034826,56.62408759,66.11612903
5233,28.59149579,76.99003802,78,78,,,,,,,
5234,28.58749579,76.99003802,63,,,,,,,63,
5236,28.57949579,76.99003802,84.53865484,44.81818182,97.30769231,148.7142857,165.7333333,87.41666667,64.6875,46.63157895,21
5243,28.55149579,76.99003802,93.83514884,54.55555556,101.5789474,162.6666667,136.9130435,137.1538462,70.16666667,47.09090909,40.55555556
5244,28.54749579,76.99003802,103.1345635,74.76470588,136.031746,164.6805556,142.0128205,138.3,80.33333333,51.48275862,37.47058824
5300,28.80549579,76.99350212,76.5,,,,120,80,,66,40
5326,28.70149579,76.99350212,58.72444445,,,54.50666667,,74,,47.66666667,
5327,28.69749579,76.99350212,65.66666667,,,,,,,65.66666667,
5328,28.69349579,76.99350212,66.34322339,38.10280374,70.86666667,112.8,84.5,84.38636364,53.06060606,45.06382979,41.96551724
5329,28.68949579,76.99350212,58.59657792,41.30434783,78.35294118,75.93023256,77,80.03125,48.94827586,42.50746269,24.69811321
5330,28.68549579,76.99350212,86.96895457,50.3,100.6052632,160.5892857,151.6185567,85.4,57.37142857,44.60784314,45.25925926
5331,28.68149579,76.99350212,126.6655699,58,123.0526316,164.7272727,138.8235294,232.5,,46.55555556,123
5339,28.64949579,76.99350212,19,19,,,,,,,
5348,28.61349579,76.99350212,86.09311639,59.95859873,95.00413223,133.558011,125.5859873,113.8888889,76.656,54.93706294,29.15625
5349,28.60949579,76.99350212,265,,,,497,,,33,
5351,28.60149579,76.99350212,139,,,,,,139,,
5353,28.59349579,76.99350212,81.32479328,65.20512821,92.02078522,111.106383,112.6033058,102.6203704,74.56926407,54.52840909,37.94470046
5354,28.58949579,76.99350212,80.54538247,63.0320197,91.2151463,110.3341346,111.2134387,106.4621212,74.04012346,56.19594595,31.87012987
5355,28.58549579,76.99350212,76.59530559,56.59157895,92.11151079,105.6127168,104.4819277,97.23333333,69.50531915,54.69866071,32.52739726
5356,28.58149579,76.99350212,64.46364583,49.125,94.5,110,73.625,71.66666667,59.88,38.225,18.6875
5363,28.55349579,76.99350212,88.49876251,71.28571429,94.97619048,84.55520505,150.8108108,155.6153846,74.61538462,47.20833333,28.92307692
5416,28.81949579,76.99696622,42,,,,,,,42,
5420,28.80349579,76.99696622,109.1875,,,236,,98.25,,59.5,43
5436,28.73949579,76.99696622,40,40,,,,,,,
5446,28.69949579,76.99696622,97,,,102,,92,,,
5447,28.69549579,76.99696622,64.66597024,41,82,112,81.15384615,69.67741935,56.8125,44.29113924,30.39285714
5449,28.68749579,76.99696622,182,,182,,,,,,
5450,28.68349579,76.99696622,91.31255464,61.8125,108.1538462,147.3333333,164.25,116,56.66666667,51.90909091,24.375
5452,28.67549579,76.99696622,78,,,,,,,78,
5453,28.67149579,76.99696622,119.6666667,,,,,,,119.6666667,
5454,28.66749579,76.99696622,84,,,,,,,84,
5455,28.66349579,76.99696622,65,,,,,,,65,
5466,28.61949579,76.99696622,77,,,,,,,77,
5467,28.61549579,76.99696622,73.40739989,47.35714286,62.18181818,130,107.4,84.71428571,58.26666667,70.71428571,26.625
5468,28.61149579,76.99696622,88.84629803,61.5308642,81.79255319,140.3823529,150.0813953,118.4761905,67.95945946,53.45454545,37.09302326
5469,28.60749579,76.99696622,36,,,,,,,36,
5470,28.60349579,76.99696622,135,,,,,,135,,
5473,28.59149579,76.99696622,95.37265492,50.59259259,103.2931034,145.7692308,138.2857143,127.6666667,105.4444444,60.33333333,31.59615385
5474,28.58749579,76.99696622,61,,,,,61,,,
5475,28.58349579,76.99696622,77.48827191,57.81034483,92.67948718,105.6341463,103.097561,93.37714286,81.74418605,55.96629213,29.59701493
5476,28.57949579,76.99696622,85.69767385,59.5,71.74193548,179.7142857,108.8,108.1684982,66.29385965,65.06122449,26.3015873
5477,28.57549579,76.99696622,68.96954273,68.69565217,60.64,91.6,90.4,91.06666667,65,52.62068966,31.73333333
5478,28.57149579,76.99696622,47.55533982,34.88717949,51.79069767,,47,59.25,70.33333333,44.62616822,25
5481,28.55949579,76.99696622,108.6779533,90.66666667,119.25,160.1,140.8333333,188.4,76.14285714,38.23076923,55.8
5482,28.55549579,76.99696622,98.83885813,60.27272727,100.8461538,171.3870968,141.0263158,143.1363636,90.17857143,52.5,31.36363636
5537,28.81749579,77.00043033,44,,,,,,,44,
5540,28.80549579,77.00043033,47.11728395,61,,,,,,46.5,33.85185185
5557,28.73749579,77.00043033,40,40,,,,,,,
5559,28.72949579,77.00043033,54.4,48,,,106,84,37,32.4,19
5564,28.70949579,77.00043033,41.10833333,38.5,51,64,60,36,36,24.53333333,18.83333333
5565,28.70549579,77.00043033,52.48115079,29.5,44.75,127,36,67.83333333,43.25,43.94444444,27.57142857
5566,28.70149579,77.00043033,76.51597222,28.33333333,64,117,132,100.75,86,57.44444444,26.6
5567,28.69749579,77.00043033,85.59791667,53,75.66666667,165,78,76.2,81,57.91666667,98
5570,28.68549579,77.00043033,114.7776412,55.4516129,128.375,202.4868421,223.9003215,140.875,72.875,51.21568627,43.04166667
5571,28.68149579,77.00043033,55.5,,,,,,,55.5,
5587,28.61749579,77.00043033,84,,,,,,146,22,
5588,28.61349579,77.00043033,87.07113081,57.9874477,95.54010695,132.1232877,131.7318436,109.3392857,74.92957746,59.35652174,35.56097561
5591,28.60149579,77.00043033,133,,,,,,133,,
5593,28.59349579,77.00043033,68.09722222,24.66666667,76.25,108,,156.5,,36.66666667,6.5
5594,28.58949579,77.00043033,97.45983069,63.4,104.6341463,145,134.5,143,85.85714286,40.62068966,62.66666667
5599,28.56949579,77.00043033,69.72362798,47.73529412,70.80487805,88.72727273,103.55,97.4,62.32,54.13157895,33.12
5600,28.56549579,77.00043033,81.84965571,48.62430939,88.39800995,108.3047619,119.40625,101.725,103.0895522,52.53061224,32.71875
5601,28.56149579,77.00043033,92.16555964,44.80761523,90.38351254,125.9133858,162.0023923,125.2357143,86.20437956,60.46808511,42.30939227
5602,28.55749579,77.00043033,97.54591751,81.28571429,99.96078431,156.7608696,137.3673469,144.6363636,77.79310345,48.26315789,34.3
5659,28.80749579,77.00389443,104.1357143,65.5,,297.7142857,82,87.6,,57,35
5677,28.73549579,77.00389443,56.64972528,31.26923077,61.41666667,113,80.83333333,74.92857143,39.58333333,27.5,24.66666667
5678,28.73149579,77.00389443,60.34373647,30.75,70.72727273,115,82.66666667,85.6,46.125,29.38095238,22.5
5679,28.72749579,77.00389443,83.08730541,27.6,168.7797619,216.8571429,81.2,78.46153846,41,33.2,17.6
5680,28.72349579,77.00389443,69.34077381,35.71428571,105.8888889,149.8333333,91.25,86,38,32.61111111,15.42857143
5681,28.71949579,77.00389443,43.82668067,31.5,69.33333333,,38,73.375,43.16666667,31.41176471,20
5682,28.71549579,77.00389443,38.1932103,34,34.47368421,,53.33333333,49,36.66666667,40.54545455,19.33333333
5683,28.71149579,77.00389443,57.88541667,40,45.5,123,73,94.5,36.5,29.58333333,21
5690,28.68349579,77.00389443,104.7176067,58.16666667,136.1052632,221.1875,168.862069,126,54,46.41935484,27
5695,28.66349579,77.00389443,77.64285714,,73,116,80.5,103,74,69,28
5696,28.65949579,77.00389443,83.77343725,,94,92.73684211,151.1666667,86.3125,87.85714286,56.09090909,18.25
5700,28.64349579,77.00389443,34,,34,,,,,,
5701,28.63949579,77.00389443,35,,,,,,,,35
5702,28.63549579,77.00389443,106.8039072,60.02857143,119.972973,165.4117647,178.1666667,137.3846154,90.73333333,58.53333333,44.2
5706,28.61949579,77.00389443,399,,399,,,,,,
5707,28.61549579,77.00389443,87.47499496,65.56345178,92.27932961,123.9919355,119.489011,111.3333333,83.67619048,64.16025641,39.30645161
5711,28.59949579,77.00389443,84,,,,,,84,,
5713,28.59149579,77.00389443,100.3522592,56.125,100.3787879,145.1142857,139.625,136.8,90.4,72,62.375
5719,28.56749579,77.00389443,60.83333334,58,,,,,,63.66666667,
5721,28.55949579,77.00389443,80.9161643,58.08099688,80.54761905,109.7261411,118.0996169,90.41714286,91.99224806,59.53036437,38.93518519
5722,28.55549579,77.00389443,80.36063754,49.08333333,81.42156863,107.472973,109.6122449,101.96,98.94285714,57.76712329,36.625
5777,28.81749579,77.00735853,48,,,,,,,48,
5778,28.81349579,77.00735853,47,,,,,,,47,
5779,28.80949579,77.00735853,80.40199005,77,,86.34328358,87,86.66666667,,,65
5797,28.73749579,77.00735853,59.52035861,31.575,62.3,131.25,86.73913043,70.2195122,42.84848485,30.3164557,20.91428571
5810,28.68549579,77.00735853,102.5943293,57,126.4545455,157.0625,166.3602941,152.2222222,62.8,58.52173913,40.33333333
5811,28.68149579,77.00735853,74,,74,,,,,,
5814,28.66949579,77.00735853,92.12777778,,,107.5,117.6,125,98,62.66666667,42
5815,28.66549579,77.00735853,87.49868389,39.28571429,81.97202797,152.4166667,121.725,120.6086957,84.69565217,61.57142857,37.71428571
5816,28.66149579,77.00735853,119.5833333,49,123.5,152.5,158.5,132,102,,
5819,28.64949579,77.00735853,171,,,171,,,,,
5822,28.63749579,77.00735853,104.0266117,51.98039216,110.6973684,174.8,154.4264706,127.0784314,116.4117647,56.86764706,39.95081967
5823,28.63349579,77.00735853,45,,,,,,,45,
5827,28.61749579,77.00735853,91.89025049,59.37735849,106.9785714,159.1312741,126.6915888,118.4186047,79.90833333,49.45685279,35.15942029
5828,28.61349579,77.00735853,118.6666667,48,209,99,,,,,
5829,28.60949579,77.00735853,53,,53,,,,,,
5834,28.58949579,77.00735853,102.4172161,55.34285714,90.85483871,151.4285714,136.1111111,157.9333333,102.4736842,70.83333333,54.36
5835,28.58549579,77.00735853,88.40797462,56.92307692,89.85714286,98.12048193,129.625,128.1666667,91,60,53.57142857
5837,28.57749579,77.00735853,66.53846085,40.18584071,100.8170732,103.4736842,81,78.70454545,51.5,21.87654321,54.75
5838,28.57349579,77.00735853,78.97619048,45.14285714,71.71428571,75.6,85.5,121.4,,74.5,
5839,28.56949579,77.00735853,73.25,93.5,,,,,,53,
5842,28.55749579,77.00735853,108,74,142,,,,,,
5843,28.55349579,77.00735853,77.36078081,53.20441989,78.39534884,99.5528757,110,94.47222222,93.01351351,61.37086093,28.87700535
5844,28.54949579,77.00735853,81.98372721,55.00636943,90.93125,106.1048951,116.4411765,91.88571429,93.64,63.62385321,38.23655914
5845,28.54549579,77.00735853,114,,,,,,114,,
5898,28.81149579,77.01082263,59.8015873,59,,104.5,75.11111111,88.2,22,38.8,31
5914,28.74749579,77.01082263,39.62868481,27.42857143,46.5,,65,66,45.25,17.22222222,10
5915,28.74349579,77.01082263,50.49862915,32.33333333,52.8,111,77.33333333,59.36363636,26.22222222,27.71428571,17.22222222
5916,28.73949579,77.01082263,83.95617668,35.25,91.85714286,308.3478261,94.77777778,61,35.85714286,22.41666667,22.14285714
5930,28.68349579,77.01082263,102.5262072,48.97058824,129.6956522,182.9333333,171.2571429,132.4166667,57.33333333,51.35294118,46.25
5932,28.67549579,77.01082263,49,,,,,,68,,30
5933,28.67149579,77.01082263,71,,,76,,,94,,43
5934,28.66749579,77.01082263,76.725,,,91,110.5,97.25,84.6,38,39
5935,28.66349579,77.01082263,76.62622388,28.32727273,104.3812155,139.2962963,63.58139535,108.2592593,64.26851852,58.83333333,46.0625
5936,28.65949579,77.01082263,91.65805674,63.25,78.85185185,162.5384615,124.3333333,125.3636364,92.11764706,42.66666667,44.14285714
5941,28.63949579,77.01082263,103.9171797,86.16740088,123.7956989,156.2205882,143.6,123.2,85.835,62.71875,49.8
5946,28.61949579,77.01082263,67.42295541,71.7204611,77.41666667,77.38674033,93.47619048,93.48,61.92857143,33.34343434,30.63157895
5947,28.61549579,77.01082263,94.71696474,71.06666667,108.6607143,154.0232558,144,111.16,70.70454545,60.40625,37.71428571
5949,28.60749579,77.01082263,34,,,,34,,,,
5954,28.58749579,77.01082263,90.95238095,77.85714286,79.77777778,115.2222222,,,,,
5955,28.58349579,77.01082263,101.2003207,65.44,93.86363636,130.6842105,185.6666667,156.3571429,78.27272727,39.81818182,59.5
5956,28.57949579,77.01082263,78.20952381,56.42857143,68.4,112,66,131.4285714,35,,
5957,28.57549579,77.01082263,78,,,,,78,,,
5964,28.54749579,77.01082263,82.09515673,58.04878049,86.65168539,113.3089431,114.7171717,96.48648649,84.84848485,62.84353741,39.85616438
5965,28.54349579,77.01082263,101.2517888,61.00826446,142.7126697,127.1333333,143.2013423,111.7647059,113.1747573,73.2437276,37.7755102
6019,28.80949579,77.01428673,75.54166667,51,,141.75,102,96.5,23,39,
6030,28.76549579,77.01428673,34.13333333,20,,,62,48.5,,20.5,19.66666667
6031,28.76149579,77.01428673,28.18809524,22,38,,58.66666667,30,27.25,15.4,6
6032,28.75749579,77.01428673,31.19285714,25.6,54,,44.66666667,36,27.25,16.5,14.33333333
6033,28.75349579,77.01428673,38.50980688,21.28571429,62.83333333,,65.33333333,52.625,24.44444444,22.73913043,20.30769231
6034,28.74949579,77.01428673,45.46759095,39,62.1,,66.42857143,54.375,27.5,21.95652174,46.91304348
